"","ebird_spp_code","ebird_com_name","ebird_sci_name","total_counted","historic_cbc_com_name","lon_filter","lat_filter","prov_state_filter","bcr_filter","add_nocturnal","add_feeder","nb","ni","na","nt","min_detect_per_circ","min_non_zero_count","min_detect_ratio","min_individuals"
"292","leater1","Least Tern","Sternula antillarum",853,"Least Tern","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"293","lecspa","LeConte's Sparrow","Ammospiza leconteii",33590,"LeContes Sparrow,Le Contes Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"294","lecthr","LeConte's Thrasher","Toxostoma lecontei",1079,"LeContes Thrasher,Le Contes Thrasher","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"295","lepchi","Lesser Prairie-Chicken","Tympanuchus pallidicinctus",1744,"Lesser Prairie-Chicken","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"296","lesgol","Lesser Goldfinch","Spinus psaltria",1408977,"Lesser Goldfinch","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"297","lesnig","Lesser Nighthawk","Chordeiles acutipennis",280,"Lesser Nighthawk","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"298","lessca","Lesser Scaup","Aythya affinis",17728389,"Lesser Scaup","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"299","lesyel","Lesser Yellowlegs","Tringa flavipes",183498,"Lesser Yellowlegs","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"300","lewwoo","Lewis's Woodpecker","Melanerpes lewis",41001,"Lewiss Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"301","libher","Little Blue Heron","Egretta caerulea",434649,"Little Blue Heron","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"302","licpar","Lilac-crowned Amazon","Amazona finschi",3755,"Lilac-crowned Amazon,Lilac-crowned Parrot","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"303","limpki","Limpkin","Aramus guarauna",26976,"Limpkin","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"304","linspa","Lincoln's Sparrow","Melospiza lincolnii",346086,"Lincolns Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"305","litgul","Little Gull","Hydrocoloeus minutus",1286,"Little Gull","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"306","lobcur","Long-billed Curlew","Numenius americanus",464839,"Long-billed Curlew","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"307","lobdow","Long-billed Dowitcher","Limnodromus scolopaceus",1655450,"Long-billed Dowitcher","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"308","lobthr","Long-billed Thrasher","Toxostoma longirostre",16623,"Long-billed Thrasher","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"309","loeowl","Long-eared Owl","Asio otus",19900,"Long-eared Owl,Long-eared Owl (American)","-50,-180","90,20","!ZZ","!ZZ",1,0,10000,10000,5000,1,3,3,3,27
"310","logshr","Loggerhead Shrike","Lanius ludovicianus",593518,"Loggerhead Shrike","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"311","lotduc","Long-tailed Duck","Clangula hyemalis",9960360,"Long-tailed Duck","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"312","louwat","Louisiana Waterthrush","Parkesia motacilla",166,"Louisiana Waterthrush","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"313","macwar","MacGillivray's Warbler","Geothlypis tolmiei",145,"MacGillivrays Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,30000,10000,20000,10,3,3,3,9
"314","magfri","Magnificent Frigatebird","Fregata magnificens",18806,"Magnificent Frigatebird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"315","maghum1","Rivoli's Hummingbird","Eugenes fulgens",513,"Rivolis Hummingbird,Magnificent Hummingbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"316","magwar","Magnolia Warbler","Setophaga magnolia",703,"Magnolia Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,9
"317","mallar3","Mallard","Anas platyrhynchos",95472658,"Mallard,Mallard (Domestic type),Mallard (Mexican intergrade),Mallard (Mexican),Mallard (Northern)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"318","manduc","Mandarin Duck","Aix galericulata",584,"Mandarin Duck","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"319","manshe","Manx Shearwater","Puffinus puffinus",9136,"Manx Shearwater","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"320","margod","Marbled Godwit","Limosa fedoa",1379335,"Marbled Godwit","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"321","marmur","Marbled Murrelet","Brachyramphus marmoratus",86328,"Marbled Murrelet","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"322","marwre","Marsh Wren","Cistothorus palustris",316993,"Marsh Wren,Marsh Wren (paludicola Group),Marsh Wren (palustris Group)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"323","masboo","Masked Booby","Sula dactylatra",731,"Masked Booby","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"324","mcclon","Thick-billed Longspur","Rhynchophanes mccownii",50443,"Thick-billed Longspur,McCowns Longspur","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"325","mckbun","McKay's Bunting","Plectrophenax hyperboreus",510,"McKays Bunting","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,9
"326","merlin","Merlin","Falco columbarius",72288,"Merlin,Merlin (Black),Merlin (Pallid),Merlin (Prairie),Merlin (Taiga)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,10000,10,3,3,3,9
"327","mewgul2","Short-billed Gull","Larus brachyrhynchus",10000,"Short-billed Gull,Mew Gull,Mew Gull (American),Mew Gull (European)","-90,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"328","mexchi","Mexican Chickadee","Poecile sclateri",1806,"Mexican Chickadee","-50,-180","90,20","!ZZ","!ZZ",0,0,50000,10000,10000,10,3,3,3,27
"329","mexjay4","Mexican Jay","Aphelocoma wollweberi",92763,"Mexican Jay","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"330","mitpar","Mitred Parakeet","Psittacara mitratus",17232,"Mitred Parakeet","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"331","monpar","Monk Parakeet","Myiopsitta monachus",86081,"Monk Parakeet","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"332","monqua","Montezuma Quail","Cyrtonyx montezumae",7844,"Montezuma Quail","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"333","motduc","Mottled Duck","Anas fulvigula",288356,"Mottled Duck,Mottled Duck (Florida),Mottled Duck (Gulf Coast)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"334","moublu","Mountain Bluebird","Sialia currucoides",444787,"Mountain Bluebird","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"335","mouchi","Mountain Chickadee","Poecile gambeli",503911,"Mountain Chickadee,Mountain Chickadee (Rocky Mts.)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"336","moudov","Mourning Dove","Zenaida macroura",21348731,"Mourning Dove,Mourning Dove (Mainland)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"337","mouplo","Mountain Plover","Anarhynchus montanus",28023,"Mountain Plover","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"338","mouqua","Mountain Quail","Oreortyx pictus",14760,"Mountain Quail","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"339","musduc","Muscovy Duck","Cairina moschata",88486,"Muscovy Duck,Muscovy Duck (Domestic type),Muscovy Duck (Established Feral)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"340","mutswa","Mute Swan","Cygnus olor",489445,"Mute Swan","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"341","naswar","Nashville Warbler","Leiothlypis ruficapilla",3149,"Nashville Warbler,Nashville Warbler (ridgwayi),Nashville Warbler (ruficapilla)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"342","neocor","Neotropic Cormorant","Nannopterum brasilianum",300935,"Neotropic Cormorant","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"343","nobtyr","Northern Beardless-Tyrannulet","Camptostoma imberbe",382,"Northern Beardless-Tyrannulet","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"344","nohowl","Northern Hawk Owl","Surnia ulula",1536,"Northern Hawk Owl,Northern Hawk Owl (American)","-50,-180","90,20","!ZZ","!ZZ",1,0,20000,10000,10000,10,3,3,3,27
"345","nopowl","Northern Pygmy-Owl","Glaucidium gnoma",10262,"Northern Pygmy-Owl,Northern Pygmy-Owl (Pacific),Northern Pygmy-Owl (Rocky Mts.)","-50,-180","90,20","!ZZ","!ZZ",1,0,10000,10000,5000,1,3,3,3,27
"346","norbob","Northern Bobwhite","Colinus virginianus",570354,"Northern Bobwhite,Northern Bobwhite (Eastern)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"347","norcar","Northern Cardinal","Cardinalis cardinalis",10108371,"Northern Cardinal,Northern Cardinal (Common)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"348","norfli","Northern Flicker","Colaptes auratus",838547,"Northern Flicker,Northern Flicker (Red-shafted),Northern Flicker (Yellow-shafted),Northern Flicker (intergrade)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"349","norful","Northern Fulmar","Fulmarus glacialis",51561,"Northern Fulmar,Northern Fulmar (Pacific)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"350","norgan","Northern Gannet","Morus bassanus",1512656,"Northern Gannet","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"351","norgos","American Goshawk","Astur atricapillus",17785,"American Goshawk,Northern Goshawk,Northern Goshawk (American)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"352","norhar2","Northern Harrier","Circus hudsonius",707013,"Northern Harrier,Northern Harrier (American)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"353","normoc","Northern Mockingbird","Mimus polyglottos",2879045,"Northern Mockingbird","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"354","norpar","Northern Parula","Setophaga americana",8167,"Northern Parula","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"355","norpin","Northern Pintail","Anas acuta",29800105,"Northern Pintail","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"356","norsho","Northern Shoveler","Spatula clypeata",11673488,"Northern Shoveler","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"357","norshr4","Northern Shrike","Lanius borealis",84661,"Northern Shrike,Northern Shrike (American)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"358","norwat","Northern Waterthrush","Parkesia noveboracensis",4478,"Northern Waterthrush","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"359","nrwswa","Northern Rough-winged Swallow","Stelgidopteryx serripennis",42576,"Northern Rough-winged Swallow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"360","nswowl","Northern Saw-whet Owl","Aegolius acadicus",17119,"Northern Saw-whet Owl","-50,-180","90,20","!ZZ","!ZZ",1,0,10000,10000,5000,1,3,3,3,27
"361","nutman","Scaly-breasted Munia","Lonchura punctulata",22137,"Scaly-breasted Munia,Scaly-breasted Munia (Checkered)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"362","nutwoo","Nuttall's Woodpecker","Dryobates nuttallii",157367,"Nuttalls Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"363","oaktit","Oak Titmouse","Baeolophus inornatus",232713,"Oak Titmouse,Juniper Titmouse,Oak/Juniper Titmouse (Plain Titmouse)","-50,-180","90,20","CA","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"364","olispa","Olive Sparrow","Arremonops rufivirgatus",10526,"Olive Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"365","oliwar","Olive Warbler","Peucedramus taeniatus",627,"Olive Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"366","orcori","Orchard Oriole","Icterus spurius",291,"Orchard Oriole","-50,-180","90,20","!ZZ","!ZZ",0,0,30000,10000,20000,10,3,3,3,9
"367","orcwar","Orange-crowned Warbler","Leiothlypis celata",367118,"Orange-crowned Warbler,Orange-crowned Warbler (Gray-headed),Orange-crowned Warbler (celata),Orange-crowned Warbler (lutescens)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"368","orcwax","Orange-cheeked Waxbill","Estrilda melpoda",136,"Orange-cheeked Waxbill","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"369","orwpar","Orange-winged Amazon","Amazona amazonica",994,"Orange-winged Amazon,Orange-winged Parrot","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"370","osprey","Osprey","Pandion haliaetus",202483,"Osprey,Osprey (carolinensis),Osprey (haliaetus)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"371","ovenbi1","Ovenbird","Seiurus aurocapilla",6095,"Ovenbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"372","pacwre1","Pacific Wren","Troglodytes pacificus",85139,"Pacific Wren,Pacific Wren (pacificus Group),Pacific/Winter Wren,Winter Wren","-109,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"373","paibun","Painted Bunting","Passerina ciris",18544,"Painted Bunting","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"374","paired","Painted Redstart","Myioborus pictus",896,"Painted Redstart","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"375","palwar","Palm Warbler","Setophaga palmarum",764980,"Palm Warbler,Palm Warbler (Western),Palm Warbler (Yellow)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"376","parjae","Parasitic Jaeger","Stercorarius parasiticus",1761,"Parasitic Jaeger","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"377","pecsan","Pectoral Sandpiper","Calidris melanotos",745,"Pectoral Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,20000,10,3,3,3,9
"378","peflov","Rosy-faced Lovebird","Agapornis roseicollis",678,"Rosy-faced Lovebird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"379","pelcor","Pelagic Cormorant","Urile pelagicus",371189,"Pelagic Cormorant","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"380","perfal","Peregrine Falcon","Falco peregrinus",40822,"Peregrine Falcon,Peregrine Falcon (North American),Peregrine Falcon (Peales)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,10000,10,3,3,3,9
"381","phaino","Phainopepla","Phainopepla nitens",162782,"Phainopepla","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"382","pibgre","Pied-billed Grebe","Podilymbus podiceps",1269824,"Pied-billed Grebe","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"383","pifshe","Pink-footed Shearwater","Ardenna creatopus",372,"Pink-footed Shearwater","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"384","piggui","Pigeon Guillemot","Cepphus columba",92285,"Pigeon Guillemot","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"385","pilwoo","Pileated Woodpecker","Dryocopus pileatus",523342,"Pileated Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"386","pingro","Pine Grosbeak","Pinicola enucleator",779381,"Pine Grosbeak","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"387","pinjay","Pinyon Jay","Gymnorhinus cyanocephalus",250417,"Pinyon Jay","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"388","pinsis","Pine Siskin","Spinus pinus",4492495,"Pine Siskin,Pine Siskin (Northern),Pine Siskin (green morph)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"389","pinwar","Pine Warbler","Setophaga pinus",629925,"Pine Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"390","pipplo","Piping Plover","Charadrius melodus",31845,"Piping Plover","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"391","pitwhy","Pin-tailed Whydah","Vidua macroura",989,"Pin-tailed Whydah","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"392","placha","Plain Chachalaca","Ortalis vetula",16493,"Plain Chachalaca","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"393","plsvir","Plumbeous Vireo","Vireo plumbeus",1405,"Plumbeous Vireo","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"394","pomjae","Pomarine Jaeger","Stercorarius pomarinus",2027,"Pomarine Jaeger","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"395","prafal","Prairie Falcon","Falco mexicanus",28587,"Prairie Falcon","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"396","prawar","Prairie Warbler","Setophaga discolor",24227,"Prairie Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"397","purfin","Purple Finch","Haemorhous purpureus",992091,"Purple Finch,Purple Finch (Eastern),Purple Finch (Western)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"398","purgal2","Purple Gallinule","Porphyrio martinica",9739,"Purple Gallinule","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"399","purmar","Purple Martin","Progne subis",441,"Purple Martin","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"400","pursan","Purple Sandpiper","Calidris maritima",169346,"Purple Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"401","purswa3","Gray-headed Swamphen","Porphyrio poliocephalus",791,"Gray-headed Swamphen","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"402","pygnut","Pygmy Nuthatch","Sitta pygmaea",371201,"Pygmy Nuthatch","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"403","pyrrhu","Pyrrhuloxia","Cardinalis sinuatus",118806,"Pyrrhuloxia","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"404","razorb","Razorbill","Alca torda",268151,"Razorbill","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"405","rebmer","Red-breasted Merganser","Mergus serrator",4583899,"Red-breasted Merganser","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"406","rebnut","Red-breasted Nuthatch","Sitta canadensis",1050388,"Red-breasted Nuthatch","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"407","rebsap","Red-breasted Sapsucker","Sphyrapicus ruber",40253,"Red-breasted Sapsucker,Red-naped Sapsucker,Yellow-bellied Sapsucker,Yellow-bellied/Red-naped Sapsucker,Red-naped/Red-breasted Sapsucker","-115,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"408","rebwoo","Red-bellied Woodpecker","Melanerpes carolinus",2379532,"Red-bellied Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"409","recpar","Red-crowned Amazon","Amazona viridigenalis",37730,"Red-crowned Amazon,Red-crowned Parrot","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"410","recwoo","Red-cockaded Woodpecker","Dryobates borealis",12663,"Red-cockaded Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"411","redcro","Red Crossbill","Loxia curvirostra",378195,"Red Crossbill,Red Crossbill (Altai),Red Crossbill (Appalachian or type 1),Red Crossbill (Douglas-fir or type 4),Red Crossbill (Ponderosa Pine or type 2),Red Crossbill (Sitka Spruce or type 10),Red Crossbill (South Hills or type 9),Red Crossbill (Western Hemlock or type 3)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"412","redegr","Reddish Egret","Egretta rufescens",34714,"Reddish Egret","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"413","redhea","Redhead","Aythya americana",6908089,"Redhead","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"414","redjun","Red Junglefowl","Gallus gallus",1426,"Red Junglefowl,Red Junglefowl (Domestic type)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"415","redkno","Red Knot","Calidris canutus",222143,"Red Knot","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"416","redpha1","Red Phalarope","Phalaropus fulicarius",77781,"Red Phalarope","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"417","redpol1","Redpoll","Acanthis flammea",3151812,"Redpoll,Common Redpoll,Common Redpoll (flammea),Common Redpoll (rostrata),Common/Hoary Redpoll,Hoary Redpoll,Hoary Redpoll (exilipes),Hoary Redpoll (hornemanni)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"418","refcor","Red-faced Cormorant","Urile urile",877,"Red-faced Cormorant","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"419","rehwoo","Red-headed Woodpecker","Melanerpes erythrocephalus",322573,"Red-headed Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"420","relpar","Red-lored Amazon","Amazona autumnalis",768,"Red-lored Amazon,Red-lored Parrot","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"421","rempar","Red-masked Parakeet","Psittacara erythrogenys",7643,"Red-masked Parakeet","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"422","rengre","Red-necked Grebe","Podiceps grisegena",185441,"Red-necked Grebe","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"423","renpha","Red-necked Phalarope","Phalaropus lobatus",1315,"Red-necked Phalarope","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"424","rensap","Red-naped Sapsucker","Sphyrapicus nuchalis",15659,"Red-naped Sapsucker,Red-breasted Sapsucker,Yellow-bellied Sapsucker,Yellow-bellied/Red-naped Sapsucker,Red-naped/Red-breasted Sapsucker","-102,-114.9999","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"425","reshaw","Red-shouldered Hawk","Buteo lineatus",440265,"Red-shouldered Hawk,Red-shouldered Hawk (elegans)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"426","rethaw","Red-tailed Hawk","Buteo jamaicensis",2662811,"Red-tailed Hawk,Red-tailed Hawk (Harlans),Red-tailed Hawk (Kriders),Red-tailed Hawk (abieticola),Red-tailed Hawk (borealis),Red-tailed Hawk (calurus/alascensis),Red-tailed Hawk (fuertesi)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"427","retloo","Red-throated Loon","Gavia stellata",633610,"Red-throated Loon","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"428","revbul","Red-vented Bulbul","Pycnonotus cafer",297,"Red-vented Bulbul","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"429","rewbla","Red-winged Blackbird","Agelaius phoeniceus",1273587412,"Red-winged Blackbird,Red-winged Blackbird (California Bicolored),Red-winged Blackbird (Red-winged)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"430","rewbul","Red-whiskered Bulbul","Pycnonotus jocosus",3088,"Red-whiskered Bulbul","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"431","rhiauk","Rhinoceros Auklet","Cerorhinca monocerata",121413,"Rhinoceros Auklet","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"432","ribgul","Ring-billed Gull","Larus delawarensis",51124835,"Ring-billed Gull","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"433","ridrai1","Ridgway's Rail","Rallus obsoletus",308,"Ridgways Rail,Clapper Rail,Clapper Rail (Atlantic Coast),Clapper Rail (Gulf Coast),Ridgways Rail (Light-footed),Ridgways Rail (San Francisco Bay),Ridgways Rail (Yuma),Ridgways/Mangrove/Clapper Rail","-109,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"434","rinduc","Ring-necked Duck","Aythya collaris",6065053,"Ring-necked Duck","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
