ebird_com_me,dir_exists,got_data,got_coverage,mapped_neighbors,got_draws,got_par_sums,made_trend_maps,got_indices,got_trends,prop_bad_rh,prop_bad_ess,trend_median,trend_q0.025,trend_q0.975,trend_median_10yr,trend_q0.025_10yr,trend_q0.975_10yr,ebird_sci_me,sum_success
Northern Shoveler,1,1,1,1,1,1,1,1,1,0,0,1.938041036,0.500521885,3.314458429,-0.85591143,-3.245143449,2.946452272,Spatula_clypeata,6
Northern Shrike,1,1,1,1,1,1,1,1,1,0,0,-0.638274055,-0.906129816,-0.39588057,-1.44088894,-2.210812047,-1.123030391,Lanius_borealis,6
Northern Waterthrush,1,1,1,1,1,1,1,1,1,0,0,-0.189879901,-1.021851917,0.58561751,5.425192664,2.151518948,8.867578844,Parkesia_noveboracensis,6
Northern Rough-winged Swallow,1,1,1,1,1,1,1,1,1,0,0,2.256635713,-0.18578695,4.833038446,2.168975257,-6.522392515,10.9170395,Stelgidopteryx_serripennis,6
Northern Saw-whet Owl,1,1,1,1,1,1,1,1,1,0,0.009992598,1.537273508,0.651099253,2.292996023,2.619503097,1.17369849,4.194669052,Aegolius_acadicus,6
Scaly-breasted Munia,1,1,1,0,0,0,0,0,0,,,,,,,,,Lonchura_punctulata,2
Nuttall's Woodpecker,1,1,1,1,1,1,1,1,1,0,0,2.60171542,2.305579208,2.864318932,0.922094017,0.180938285,1.661452725,Dryobates_nuttallii,6
Oak Titmouse,1,1,1,1,1,1,1,1,1,0,0,0.455435054,0.194696318,0.856099347,1.307397347,0.197265351,2.619285451,Baeolophus_inortus,6
Olive Sparrow,1,1,1,1,1,1,1,1,1,0,0,1.179269494,0.294648935,2.155712485,0.412047661,-2.782717197,4.185507708,Arremonops_rufivirgatus,6
Olive Warbler,1,1,1,0,0,0,0,0,0,,,,,,,,,Peucedramus_taeniatus,2
Orchard Oriole,1,1,1,0,0,0,0,0,0,,,,,,,,,Icterus_spurius,2
Orange-crowned Warbler,1,1,1,1,1,1,1,1,1,0,0,0.705120437,0.357302468,1.069313089,-0.076130841,-0.963518718,0.949684726,Leiothlypis_celata,6
Orange-cheeked Waxbill,1,1,1,0,0,0,0,0,0,,,,,,,,,Estrilda_melpoda,2
Orange-winged Amazon,1,1,1,0,0,0,0,0,0,,,,,,,,,Amazo_amazonica,2
Osprey,1,1,1,1,1,1,1,1,1,0,0,4.133086737,3.843623123,4.420399765,0.174430683,-0.509289804,0.820838657,Pandion_haliaetus,6
Ovenbird,1,1,1,1,1,1,1,1,1,0,0,-0.610651173,-1.186170622,-0.064804248,2.967818291,0.797229822,5.25705397,Seiurus_aurocapilla,6
Pacific Wren,1,1,1,1,1,1,1,1,1,0,0,0.811642953,0.425706116,1.230318224,-1.003576073,-1.956735343,-0.179148279,Troglodytes_pacificus,6
Painted Bunting,1,1,1,1,1,1,1,1,1,0,0,-0.014658398,-0.626740893,0.659932594,4.073001813,1.542817469,6.574074882,Passeri_ciris,6
Painted Redstart,1,1,1,0,0,0,0,0,0,,,,,,,,,Myioborus_pictus,2
Palm Warbler,1,1,1,1,1,1,1,1,1,0,0,0.843503029,0.421433071,1.235915854,1.710913601,0.467325755,3.073175687,Setophaga_palmarum,6
Parasitic Jaeger,1,1,1,1,1,1,1,1,1,0,0,0.457346097,-1.904672516,2.671477632,2.213769552,-3.692180458,9.927249423,Stercorarius_parasiticus,6
Pectoral Sandpiper,1,1,0,0,0,0,0,0,0,,,,,,,,,Calidris_melanotos,1
Rosy-faced Lovebird,1,1,1,0,0,0,0,0,0,,,,,,,,,Agapornis_roseicollis,2
Pelagic Cormorant,1,1,1,1,1,1,1,1,1,0,0,0.116794972,-1.207939504,1.301012393,0.332995703,-2.428767754,3.773258909,Urile_pelagicus,6
Peregrine Falcon,1,1,1,1,1,1,1,1,1,0,0,3.219944273,2.495448143,3.807439466,-2.525604271,-3.184542525,-1.836358837,Falco_peregrinus,6
Phainopepla,1,1,1,1,1,1,1,1,1,0,0,0.07269914,-0.602740534,0.697316905,-0.878268254,-3.211866994,0.35155551,Phainopepla_nitens,6
Pied-billed Grebe,1,1,1,1,1,1,1,1,1,0,0,0.498939377,0.193465705,0.776034923,-4.916361773,-5.734902016,-4.015773217,Podilymbus_podiceps,6
Pink-footed Shearwater,1,1,1,0,0,0,0,0,0,,,,,,,,,Arden_creatopus,2
Pigeon Guillemot,1,1,1,1,1,1,1,1,1,0,0,0.321710742,-1.252557451,1.792340173,-0.619410933,-4.364507038,4.19655591,Cepphus_columba,6
Pileated Woodpecker,1,1,1,1,1,1,1,1,1,0,0,1.638230434,1.502804441,1.776206929,1.735274348,1.455508623,2.177581622,Dryocopus_pileatus,6
Pine Grosbeak,1,1,1,1,1,1,1,1,1,0,0,-1.483882313,-7.2472661,1.200180306,-1.67027621,-4.989341864,0.529612801,Pinicola_enucleator,6
Pinyon Jay,1,1,1,1,1,1,1,1,1,0,0,-0.411892302,-2.927748184,1.88004142,5.712971294,-1.081233124,13.57629649,Gymnorhinus_cyanocephalus,6
Pine Siskin,1,1,1,1,1,1,1,1,1,0,0,-0.400192777,-4.128192474,0.282781315,-1.865286735,-2.708116802,-0.568475184,Spinus_pinus,6
Pine Warbler,1,1,1,1,1,1,1,1,1,0,0,1.487252545,1.107921015,1.815628266,-0.588172972,-1.503720718,0.247949488,Setophaga_pinus,6
Piping Plover,1,1,1,1,1,1,1,1,1,0,0,-1.258355135,-2.172908582,-0.375192057,-0.337661226,-3.228973163,2.730261968,Charadrius_melodus,6
Pin-tailed Whydah,1,1,1,0,0,0,0,0,0,,,,,,,,,Vidua_macroura,2
Plain Chachalaca,1,1,1,1,1,1,1,1,1,0,0,0.095966318,-1.153817996,1.282015417,1.330040767,-3.747425323,6.853184193,Ortalis_vetula,6
Plumbeous Vireo,1,1,1,1,1,1,1,1,1,0,0,10.39838628,6.392894927,15.94471452,-0.94722541,-4.849482382,2.836012387,Vireo_plumbeus,6
Pomarine Jaeger,1,1,0,1,1,1,1,1,1,0,0,-1.261198558,-3.182977175,0.502237643,-10.85386623,-17.33495312,-3.519675785,Stercorarius_pomarinus,5
Prairie Falcon,1,1,1,1,1,1,1,1,1,0,0,0.901516684,0.535029086,1.261148091,-3.57011742,-4.454330323,-2.643047621,Falco_mexicanus,6
Prairie Warbler,1,1,1,1,1,1,1,1,1,0,0,-0.663381953,-1.209516253,-0.1383645,-0.034732425,-1.985451077,1.948070371,Setophaga_discolor,6
Purple Finch,1,1,1,1,1,1,1,1,1,0,0,-2.074242313,-3.37359928,-1.595850104,-0.9706874,-1.656535252,-0.258802044,Haemorhous_purpureus,6
Purple Gallinule,1,1,1,0,0,0,0,0,0,,,,,,,,,Porphyrio_martinica,2
Purple Martin,1,1,0,0,0,0,0,0,0,,,,,,,,,Progne_subis,1
Purple Sandpiper,1,1,1,1,1,1,1,1,1,0,0,-0.187103604,-1.830996051,1.427762871,-2.430775509,-6.793518755,2.480478747,Calidris_maritima,6
Gray-headed Swamphen,1,1,1,0,0,0,0,0,0,,,,,,,,,Porphyrio_poliocephalus,2
Pygmy Nuthatch,1,1,1,1,1,1,1,1,1,0,0,1.47114133,0.421701889,3.057629814,3.481351002,-0.131798939,6.136166312,Sitta_pygmaea,6
Pyrrhuloxia,1,1,1,1,1,1,1,1,1,0,0,-2.238867145,-2.959309337,-1.721641116,-4.170752732,-8.371597205,-1.937643585,Cardilis_sinuatus,6
Razorbill,1,1,1,1,1,1,1,1,1,0,0,9.426810859,5.223104084,15.10030719,7.289300287,0.936847033,20.44182187,Alca_torda,6
Red-breasted Merganser,1,1,1,1,1,1,1,1,1,0,0,-0.487597815,-2.257034506,0.854526854,-1.507802856,-6.490217274,1.811524523,Mergus_serrator,6
Red-breasted Nuthatch,1,1,1,1,1,1,1,1,1,0,0,2.84973463,1.705938299,3.529700243,1.940114356,1.42830725,3.198535265,Sitta_cadensis,6
Red-breasted Sapsucker,1,1,1,1,1,1,1,1,1,0,0,-0.109068827,-0.806833795,0.409972531,-0.493901652,-2.301604492,1.590631971,Sphyrapicus_ruber,6
Red-bellied Woodpecker,1,1,1,1,1,1,1,1,1,0,0,1.331765944,1.218711677,1.422541736,0.999312059,0.797750045,1.208658396,Melanerpes_carolinus,6
Red-crowned Amazon,1,1,1,1,1,1,1,1,1,0,0,13.71502714,5.278365246,22.86373805,-5.941548792,-18.38722802,9.480740304,Amazo_viridigelis,6
Red-cockaded Woodpecker,1,1,1,1,1,1,1,1,1,0,0,-3.183184675,-4.748177044,-2.115967797,2.238328329,-0.383300417,5.065306805,Dryobates_borealis,6
Red Crossbill,1,1,1,1,1,1,1,1,1,0,0,-1.37872677,-4.453347705,0.881208079,1.332431627,-1.323363984,8.171343154,Loxia_curvirostra,6
Reddish Egret,1,1,1,1,1,1,1,1,1,0,0,0.893350968,0.233830738,1.513178163,-0.353081663,-2.351298682,1.621431726,Egretta_rufescens,6
Redhead,1,1,1,1,1,1,1,1,1,0,0,1.306705251,-0.154121593,2.718490552,-5.438461769,-10.31909313,1.377276447,Aythya_america,6
Red Junglefowl,1,1,1,0,0,0,0,0,0,,,,,,,,,Gallus_gallus,2
Red Knot,1,1,1,1,1,1,1,1,1,0,0,-0.579898034,-2.970058848,1.641337172,-3.949839324,-10.53841897,2.701797259,Calidris_canutus,6
Red Phalarope,1,1,1,1,1,1,1,1,1,0,0,-2.374401287,-4.955370271,0.329764028,-4.930419132,-8.51666593,-0.192404079,Phalaropus_fulicarius,6
Redpoll,1,1,1,1,1,1,1,1,1,0,0,-1.239839638,-7.148472102,1.081552442,-0.492516235,-5.563585056,3.071639832,Acanthis_flammea,6
Red-faced Cormorant,1,1,1,0,0,0,0,0,0,,,,,,,,,Urile_urile,2
Red-headed Woodpecker,1,1,1,1,1,1,1,1,1,0,0,-0.53153394,-0.857257288,-0.214957027,3.212294377,2.262151303,4.347076244,Melanerpes_erythrocephalus,6
Red-lored Amazon,1,1,1,0,0,0,0,0,0,,,,,,,,,Amazo_autumlis,2
Red-masked Parakeet,1,1,1,0,0,0,0,0,0,,,,,,,,,Psittacara_erythrogenys,2
Red-necked Grebe,1,1,1,1,1,1,1,1,1,0,0,0.594861061,-0.252652051,1.56248443,0.697729197,-0.899456134,2.98238839,Podiceps_grisege,6
Red-necked Phalarope,1,1,1,0,0,0,0,0,0,,,,,,,,,Phalaropus_lobatus,2
Red-ped Sapsucker,1,1,1,1,1,1,1,1,1,0,0,-0.624644748,-1.209060634,-0.028184914,-0.667146028,-2.379531593,1.154648095,Sphyrapicus_nuchalis,6
Red-shouldered Hawk,1,1,1,1,1,1,1,1,1,0,0,2.710455899,2.5453502,2.881904993,3.23712206,2.826501874,3.631284293,Buteo_lineatus,6
Red-tailed Hawk,1,1,1,1,1,1,1,1,1,0,0,1.542694158,1.451175172,1.629852196,-2.461137845,-2.709037917,-2.204564934,Buteo_jamaicensis,6
Red-throated Loon,1,1,1,1,1,1,1,1,1,0,0,-0.089983031,-1.610770191,1.249856725,-14.92675296,-19.6624914,-9.602423222,Gavia_stellata,6
Red-vented Bulbul,1,1,0,0,0,0,0,0,0,,,,,,,,,Pycnonotus_cafer,1
Red-winged Blackbird,1,1,1,1,1,1,1,1,1,0,0,0.741539276,-1.127267196,2.87220582,-2.870969501,-9.267758318,4.213651832,Agelaius_phoeniceus,6
Red-whiskered Bulbul,1,1,1,0,0,0,0,0,0,,,,,,,,,Pycnonotus_jocosus,2
Rhinoceros Auklet,1,1,1,1,1,1,1,1,1,0,0,-0.185636653,-2.430053473,1.955875613,-6.338515634,-16.65982562,4.615873118,Cerorhinca_monocerata,6
Ring-billed Gull,1,1,1,1,1,1,1,1,1,0,0,2.005018878,0.997862185,2.749867177,-2.537529751,-4.196004814,-0.058270119,Larus_delawarensis,6
Ridgway's Rail,1,1,1,1,1,1,1,1,1,0,0,-0.142768989,-1.461098884,1.48679263,2.082526405,-2.339878812,8.046646061,Rallus_obsoletus,6
Ring-necked Duck,1,1,1,1,1,1,1,1,1,0,0,0.624946011,-0.185595361,1.405299357,1.750910463,0.354182248,3.938202397,Aythya_collaris,6
Ringed Kingfisher,1,1,1,1,1,1,1,1,1,0,0,3.956680451,2.481944588,5.71491901,-2.367678037,-6.324200909,1.578544047,Megaceryle_torquata,6
Ring-necked Pheasant,1,1,1,1,1,1,1,1,1,0,0,-1.454770557,-1.961710794,-0.938083879,-0.779862832,-2.652667844,1.452507633,Phasianus_colchicus,6
Rose-breasted Grosbeak,1,1,1,0,0,0,0,0,0,,,,,,,,,Pheucticus_ludovicianus,2
Rock Pigeon,0,0,0,0,0,0,0,0,0,,,,,,,,,Columba_livia,0
Rock Ptarmigan,1,1,1,0,0,0,0,0,0,,,,,,,,,Lagopus_muta,2
Rock Sandpiper,1,1,0,1,1,1,1,1,1,0,0,-1.079347465,-4.574111445,2.40752743,0.987112655,-8.302451062,11.15706886,Calidris_ptilocnemis,5
Rock Wren,1,1,1,1,1,1,1,1,1,0,0,-0.626997929,-0.985215227,-0.280372564,-0.917784718,-2.061426667,0.401266567,Salpinctes_obsoletus,6
Rough-legged Hawk,1,1,1,1,1,1,1,1,1,0,0,-0.442159703,-0.765258131,-0.138571464,-4.416926997,-5.626527137,-3.133968383,Buteo_lagopus,6
Rose-ringed Parakeet,1,1,1,0,0,0,0,0,0,,,,,,,,,Psittacula_krameri,2
Ross's Goose,1,1,1,1,1,1,1,1,1,0,0,9.904002155,7.293539178,13.45197299,9.609354693,2.503400998,21.43911171,Anser_rossii,6
Roseate Spoonbill,1,1,1,1,1,1,1,1,1,0,0,3.755723623,1.746169083,5.179384723,4.255894826,0.897900992,6.763855398,Platalea_ajaja,6
Roseate Tern,1,1,1,0,0,0,0,0,0,,,,,,,,,Ster_dougallii,2
Royal Tern,1,1,1,1,1,1,1,1,1,0,0,0.864415569,0.409315814,1.274578147,1.753293961,0.213141579,3.218808899,Thalasseus_maximus,6
Ruby-throated Hummingbird,1,1,1,1,1,1,1,1,1,0,0,2.705371986,2.045914723,3.337280864,6.380422208,4.482262134,8.035869764,Archilochus_colubris,6
Ruby-crowned Kinglet,1,1,1,1,1,1,1,1,1,0,0,0.196594104,0.003190482,0.371971682,1.174781109,0.697076226,1.668742461,Corthylio_calendula,6
Rufous-crowned Sparrow,1,1,1,1,1,1,1,1,1,0,0,-3.425410192,-4.384184395,-2.534354542,-4.877644201,-7.132896677,-2.511269489,Aimophila_ruficeps,6
Ruddy Duck,1,1,1,1,1,1,1,1,1,0,0,0.681768944,-0.578268597,1.552157813,0.307304769,-2.930531278,3.327968605,Oxyura_jamaicensis,6
Ruddy Turnstone,1,1,1,1,1,1,1,1,1,0,0,0.309766375,-0.411966362,0.950649863,-1.018247286,-3.3496077,1.200776015,Areria_interpres,6
Ruffed Grouse,1,1,1,1,1,1,1,1,1,0,0,0.210613082,-0.52708001,0.949692447,2.751887573,0.339621408,5.143242522,Bosa_umbellus,6
Rufous Hummingbird,1,1,1,1,1,1,1,1,1,0,0,2.908821604,1.056677729,5.007892832,-8.562586707,-11.88779845,-5.090499303,Selasphorus_rufus,6
Ruddy Ground Dove,1,1,1,0,0,0,0,0,0,,,,,,,,,Columbi_talpacoti,2
Rusty Blackbird,1,1,1,1,1,1,1,1,1,0,0,-4.518833518,-5.920831313,-3.288259342,-0.211546526,-4.521182669,3.770306213,Euphagus_carolinus,6
Rufous-winged Sparrow,1,1,1,0,0,0,0,0,0,,,,,,,,,Peucaea_carpalis,2
Greater Sage-Grouse,1,1,1,1,1,1,1,1,1,0,0,-9.223944953,-13.16934512,-5.640217101,-10.19137069,-23.17939453,4.227877505,Centrocercus_urophasianus,6
Sagebrush Sparrow,1,1,1,1,1,1,1,1,1,0,0,-4.783318087,-6.979630281,-3.055254163,-1.95271876,-6.486712484,3.100640668,Artemisiospiza_nevadensis,6
Bell's Sparrow,1,1,1,1,1,1,1,1,1,0,0,-1.17748113,-2.765489369,0.624213112,-7.127943249,-11.81727615,-2.526318768,Artemisiospiza_belli,6
Sage Thrasher,1,1,1,1,1,1,1,1,1,0,0,-1.059002049,-1.97955829,-0.12684007,-1.177396659,-2.683275166,2.672901442,Oreoscoptes_montanus,6
Sandhill Crane,1,1,1,1,1,1,1,1,1,0,0,2.574123176,0.332843092,4.788148105,1.702765191,-5.121313573,10.68379438,Antigone_cadensis,6
Sanderling,1,1,1,1,1,1,1,1,1,0,0,-0.605987558,-1.661950197,0.675648912,-1.542268446,-4.750883276,3.321877318,Calidris_alba,6
Sandwich Tern,1,1,1,1,1,1,1,1,1,0,0,3.415071363,2.145483987,4.650363617,-0.89119188,-4.644646507,2.890572678,Thalasseus_sandvicensis,6
Savanh Sparrow,1,1,1,1,1,1,1,1,1,0,0,-0.435759762,-0.727146243,-0.160691629,-2.525207316,-3.315498133,-1.696132688,Passerculus_sandwichensis,6
Say's Phoebe,1,1,1,1,1,1,1,1,1,0,0,0.729912789,0.420326242,0.941416937,0.26948335,-0.849180805,0.850196821,Sayornis_saya,6
Scaled Quail,1,1,1,1,1,1,1,1,1,0,0,-4.083985175,-5.925995422,-2.832544452,-2.424399976,-5.604105882,3.08031277,Callipepla_squamata,6
Scott's Oriole,1,1,1,1,1,1,1,1,1,0,0,-0.762586975,-3.287287574,1.657434056,-4.212380557,-9.913806331,1.252993758,Icterus_parisorum,6
Scissor-tailed Flycatcher,1,1,1,1,1,1,1,1,1,0,0,0.79420918,-1.051431504,2.776262881,-7.532764654,-13.67374924,-0.186619829,Tyrannus_forficatus,6
Seaside Sparrow,1,1,1,1,1,1,1,1,1,0,0,-1.74569557,-3.435130663,-0.362022676,-0.405573491,-3.583740992,5.242524943,Ammospiza_maritima,6
Sedge Wren,1,1,1,1,1,1,1,1,1,0,0,0.659053194,0.107286197,1.197683045,1.959385133,0.437166083,3.498091147,Cistothorus_stellaris,6
Semipalmated Plover,1,1,1,1,1,1,1,1,1,0,0,2.702551234,1.618522521,3.685554526,0.637750213,-3.59747709,5.092142662,Charadrius_semipalmatus,6
Semipalmated Sandpiper,1,1,1,1,1,1,1,1,1,0,0,-21.13709273,-24.62828356,-17.59498494,-15.87585254,-34.95528248,6.37471182,Calidris_pusilla,6
Short-billed Dowitcher,1,1,1,1,1,1,1,1,1,0,0,-0.096115497,-2.046944965,2.638777026,1.877310144,-3.175519268,9.37378045,Limnodromus_griseus,6
Short-eared Owl,1,1,1,1,1,1,1,1,1,0,0,-2.978886223,-3.598367689,-2.390493403,-0.020482505,-1.387616391,1.925360307,Asio_flammeus,6
Shiny Cowbird,1,1,0,0,0,0,0,0,0,,,,,,,,,Molothrus_boriensis,1
Sharp-shinned Hawk,1,1,1,1,1,1,1,1,1,0,0,1.653349812,1.475064433,1.801404049,-2.944702816,-3.311911329,-2.626782558,Accipiter_striatus,6
Sharp-tailed Grouse,1,1,1,1,1,1,1,1,1,0,0,-0.349302077,-4.988866578,1.645859662,3.453508694,0.176238936,7.401656549,Tympanuchus_phasianellus,6
Short-tailed Hawk,1,1,1,0,0,0,0,0,0,,,,,,,,,Buteo_brachyurus,2
Short-tailed Shearwater,1,1,1,1,1,1,0,0,0,0,0,,,,,,,Arden_tenuirostris,5
Nelson's or Saltmarsh Sparrow (Sharp-tailed Sparrow),1,1,1,1,1,1,1,1,1,0,0,-1.60297675,-2.389437095,-0.604903283,-2.427736265,-5.162183331,-0.59921734,Ammospiza_nelsoni/caudacuta,6
Eurasian Skylark,1,1,1,0,0,0,0,0,0,,,,,,,,,Alauda_arvensis,2
Smooth-billed Ani,1,1,1,0,0,0,0,0,0,,,,,,,,,Crotophaga_ani,2
Smith's Longspur,1,1,1,1,1,1,1,1,1,0,0,4.602846924,0.337424767,8.970357628,-11.99813639,-22.8090456,1.719195875,Calcarius_pictus,6
Sil Kite,1,1,1,0,0,0,0,0,0,,,,,,,,,Rostrhamus_sociabilis,2
Snow Bunting,1,1,1,1,1,1,1,1,1,0,0,-2.62540376,-4.70248738,-1.457852489,-3.064825577,-6.247823189,-1.866923153,Plectrophex_nivalis,6
Snowy Egret,1,1,1,1,1,1,1,1,1,0,0,2.28911855,1.788124526,2.865530527,0.062778727,-1.232762243,1.472310545,Egretta_thula,6
Snow Goose,1,1,1,1,1,1,1,1,1,0,0,6.378310109,3.750180526,9.352212252,7.180087748,0.326597515,16.94150748,Anser_caerulescens,6
Snowy Owl,1,1,1,1,1,1,1,1,1,0,0,-2.217009704,-3.530328313,-1.518919783,-1.758452168,-9.424232625,-0.475085805,Bubo_scandiacus,6
Snowy Plover,1,1,1,1,1,1,1,1,1,0,0,0.526595862,-0.408238351,2.20464981,2.126951559,-1.795586574,11.805976,Arhynchus_nivosus,6
Solitary Sandpiper,1,1,1,1,1,1,1,1,1,0,0,-0.650506451,-2.039011848,0.655632971,-4.696201731,-9.868861536,0.666720809,Tringa_solitaria,6
Song Sparrow,1,1,1,1,1,1,1,1,1,0,0,-0.243204303,-0.346023851,-0.135002803,-0.783972401,-1.131822534,-0.369009182,Melospiza_melodia,6
Sooty Grouse,1,1,1,0,0,0,0,0,0,,,,,,,,,Dendragapus_fuliginosus,2
Sooty Shearwater,1,1,1,1,1,1,1,1,1,0,0,-4.94625651,-8.062305542,-2.227842332,-1.895776275,-11.11967551,16.4432407,Arden_grisea,6
Sooty Tern,1,1,1,0,0,0,0,0,0,,,,,,,,,Onychoprion_fuscatus,2
Sora,1,1,1,1,1,1,1,1,1,0,0,0.809040953,0.346122657,1.327555355,1.065465246,-0.101971427,2.44101737,Porza_caroli,6
Spot-breasted Oriole,1,1,1,0,0,0,0,0,0,,,,,,,,,Icterus_pectoralis,2
Spotted Dove,1,1,1,0,0,0,0,0,0,,,,,,,,,Spilopelia_chinensis,2
Spotted Owl,1,1,1,1,1,1,1,1,1,0,0,0.143547645,-1.949121386,2.119127623,-10.14732459,-15.10992701,-5.320663908,Strix_occidentalis,6
Spotted Sandpiper,1,1,1,1,1,1,1,1,1,0,0,0.398115105,0.115274293,0.683375152,-0.856391454,-1.70769713,-0.024780219,Actitis_macularius,6
Spotted Towhee,1,1,1,1,1,1,1,1,1,0,0,0.641848021,0.482632458,0.774526564,0.631125029,0.464148396,0.763610563,Pipilo_maculatus,6
Spruce Grouse,1,1,1,1,1,1,1,1,1,0,0,0.974419967,-0.842881591,3.001174673,-0.764118312,-5.399376397,5.137026387,Cachites_cadensis,6
Sprague's Pipit,1,1,1,1,1,1,1,1,1,0,0,-3.529575692,-4.719054992,-2.236446939,-6.477634922,-11.13948574,-0.22870955,Anthus_spragueii,6
Steller's Eider,1,1,1,0,0,0,0,0,0,,,,,,,,,Polysticta_stelleri,2
Steller's Jay,1,1,1,1,1,1,1,1,1,0,0,0.792063442,-0.080609523,1.085815559,-0.410247956,-0.836433378,0.037309967,Cyanocitta_stelleri,6
Stilt Sandpiper,1,1,1,1,1,1,1,1,1,0,0,3.507717117,0.836468093,6.025751172,-1.931841767,-8.481280128,5.876437086,Calidris_himantopus,6
Summer Tager,1,1,1,1,1,1,1,1,1,0,0,2.843104451,1.544225603,4.134139529,4.054138592,1.163635032,6.92492336,Piranga_rubra,6
Surfbird,1,1,1,1,1,1,1,1,1,0,0,-2.39452549,-4.510618349,-0.234640731,-0.646148481,-5.668712082,4.734195431,Calidris_virgata,6
Surf Scoter,1,1,1,1,1,1,1,1,1,0,0,-0.902122115,-3.675466534,0.480107039,-0.842246889,-4.000052609,0.510216487,Melanitta_perspicillata,6
Swainson's Hawk,1,1,1,1,1,1,1,1,1,0,0,-2.334590512,-4.256691205,-0.37039814,0.493667639,-7.605807533,10.70317652,Buteo_swainsoni,6
Swamp Sparrow,1,1,1,1,1,1,1,1,1,0,0,-0.662106903,-0.96487442,-0.377527983,1.665278785,0.611006873,2.613109653,Melospiza_georgia,6
Swainson's Thrush,1,1,0,0,0,0,0,0,0,,,,,,,,,Catharus_ustulatus,1
Tamaulipas Crow,1,1,1,0,0,0,0,0,0,,,,,,,,,Corvus_imparatus,2
Tennessee Warbler,1,1,1,1,1,1,1,1,1,0,0,3.852193283,0.93174739,7.488099687,12.31635423,3.785970548,22.72440476,Leiothlypis_peregri,6
Thick-billed Murre,1,1,1,1,1,1,1,1,1,0,0,3.49229622,-2.05348103,9.243298328,7.331301141,-7.882997055,26.21766913,Uria_lomvia,6
Townsend's Solitaire,1,1,1,1,1,1,1,1,1,0,0,0.513411008,0.138906033,0.901930715,-0.531914955,-0.921781054,-0.076584647,Myadestes_townsendi,6
Townsend's Warbler,1,1,1,1,1,1,1,1,1,0,0,4.511476762,3.874575978,5.142182469,2.081876166,0.656955554,4.552738433,Setophaga_townsendi,6
Tree Swallow,1,1,1,1,1,1,1,1,1,0,0.000693481,-0.659398751,-2.332079714,2.268939122,-2.371050689,-6.048191912,2.998365938,Tachycineta_bicolor,6
Tricolored Blackbird,1,1,1,1,1,1,1,1,1,0,0,-2.180180484,-3.354290778,-0.756794084,-3.607611554,-7.695134294,-0.356390587,Agelaius_tricolor,6
Tricolored Heron,1,1,1,1,1,1,1,1,1,0,0,-0.25299061,-1.043337603,0.322822161,1.4951869,0.087581668,3.090129208,Egretta_tricolor,6
Trumpeter Swan,1,1,1,1,1,1,1,1,1,0,0.004757374,10.6231623,7.667005154,13.27337579,11.46447816,5.736762199,17.43589134,Cygnus_buccitor,6
Tufted Duck,1,1,1,0,0,0,0,0,0,,,,,,,,,Aythya_fuligula,2
Tufted Titmouse,1,1,1,1,1,1,1,1,1,0,0,0.609127267,0.498378598,0.715728663,0.800916503,0.489874026,1.111946494,Baeolophus_bicolor,6
Tundra Swan,1,1,1,1,1,1,1,1,1,0,0,0.62901602,-0.891063423,2.445480696,1.567694056,-3.605550526,10.47312177,Cygnus_columbianus,6
Turkey Vulture,1,1,1,1,1,1,1,1,1,0.006707053,0.011466897,3.573655601,3.314055004,3.816587493,1.79586217,1.146869792,2.571874294,Cathartes_aura,6
Varied Thrush,1,1,1,1,1,1,1,1,1,0,0,0.229549229,-0.130881441,0.540492339,0.230632525,-0.107845993,0.541098573,Ixoreus_evius,6
Vaux's Swift,1,1,1,0,0,0,0,0,0,,,,,,,,,Chaetura_vauxi,2
Verdin,1,1,1,1,1,1,1,1,1,0,0,0.250051267,-0.208670904,0.725014926,0.397580165,-1.019618765,1.769437667,Auriparus_flaviceps,6
Vermilion Flycatcher,1,1,1,1,1,1,1,1,1,0,0,1.058875288,0.493429686,1.562720854,2.905073379,1.156838809,4.473301448,Pyrocephalus_rubinus,6
Vesper Sparrow,1,1,1,1,1,1,1,1,1,0,0,-2.449716564,-3.140875801,-1.698852163,-2.679168126,-5.198281556,0.363576047,Pooecetes_gramineus,6
Violet-crowned Hummingbird,1,1,1,0,0,0,0,0,0,,,,,,,,,Ramosomyia_violiceps,2
Violet-green Swallow,1,1,1,1,1,1,1,1,1,0,0,-1.995699476,-4.113593856,-0.165459983,4.711218601,-1.796546093,11.72675361,Tachycineta_thalassi,6
Virginia Rail,1,1,1,1,1,1,1,1,1,0,0,2.084793503,1.584096659,2.530872788,-0.371082019,-1.411167407,0.705494669,Rallus_limicola,6
Wandering Tattler,1,1,1,1,1,1,1,1,1,0,0,-2.829896187,-3.95845866,-1.78847816,-1.506825276,-5.722625129,3.036353287,Tringa_inca,6
Warbling White-eye,1,1,1,0,0,0,0,0,0,,,,,,,,,Zosterops_japonicus,2
Western Bluebird,1,1,1,1,1,1,1,1,1,0,0,0.324594557,-0.581054518,0.981782976,0.206176477,-2.065448378,2.095639928,Sialia_mexica,6
Western Flycatcher,1,1,1,1,1,1,1,1,1,0,0,-0.189659357,-1.999097175,1.359487186,-3.303327895,-8.482568412,0.954486107,Empidox_difficilis,6
Western Gull,1,1,1,1,1,1,1,1,1,0,0,0.965442985,0.272058507,1.55975193,-2.293931401,-4.505759992,0.19099255,Larus_occidentalis,6
